partnerId,partnerName,totalLeads,lastLeadDate,mouContractDate,ownerName,partnerType,conversionRate,cwConversionRate,activeMonthCount,inactiveMonthCount,consecutiveInactiveMonths,inactiveAfterMouCount,monthsAfterMouCount,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11,2024-12,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08,2025-09,2025-10,2025-11,2025-12,2026-01,2026-02
001IR00001q1gnQYAQ,"HK정보통신",8,2025-10-15,2024-03-26,"박해규",,63,100,6,20,4,18,24,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
001IR00001q1h3FYAQ,"두리정보통신",9,2025-10-27,2024-05-08,"구준모",,67,33,7,19,4,15,22,0,0,0,0,0,0,0,0,1,0,0,2,1,0,1,1,2,0,0,0,0,1,0,0,0,0
001IR00001q1h3kYAA,"케이정보통신(김상우)",3,2025-10-17,2023-12-12,"명세준",,67,0,3,23,4,23,26,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
001IR00001q1h0UYAQ,"신우아이앤씨",6,2025-10-13,2024-06-19,"오유정",,67,50,3,23,4,18,21,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
001IR00001q1h4IYAQ,"윤규환",6,2025-10-10,2024-02-23,"정용현",개인,67,75,5,21,4,20,25,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
001IR00001q1ny4YAA,"신규파트너_임시",36,2025-10-28,,"장성원",,86,61,10,16,4,0,0,0,0,0,0,0,0,0,0,0,1,3,5,1,0,0,4,9,6,2,4,0,1,0,0,0,0
001IR00001q1h5jYAA,"우경포스",8,2025-10-24,2024-07-29,"박해규",,88,14,3,23,4,17,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,0,0,0,0
001TJ00000C5x2BYAR,"에스블루오션",15,2025-10-21,,"박해규",,93,100,6,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,3,1,0,0,0,1,0,0,0,0
001TJ00000AoRFNYA3,"[등록X]함상균(개인)",40,2025-10-27,2025-01-09,"오유정",개인,95,92,10,16,4,4,14,0,0,0,0,0,0,0,0,0,0,0,0,2,2,8,4,6,7,6,3,1,1,0,0,0,0
001IR00001q1h2wYAA,"스피드통신",3,2025-10-28,2023-11-08,"오유정",사업자,100,33,2,24,4,24,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0
001TJ00000SWAM2YAP,"태.보 정보통신",1,2025-10-27,2025-10-22,"오유정",사업자,100,100,1,25,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
001TJ00000SMwwTYAT,"최정호(개인)",1,2025-10-17,,"박해규",,100,0,1,25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
001TJ00000Ny5vjYAB,"성진F&B",1,2025-10-15,,"구준모",,100,100,1,25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
001IR00001q1h2pYAA,"대전세종충남정수기",5,2025-10-15,2023-09-01,"오유정",,100,60,5,21,4,21,26,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
001TJ00000OhV2oYAF,"주식회사 케이브라더스",1,2025-10-01,,"박해규",,100,100,1,25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
001TJ00000G0JZQYA3,"(주)자비스앤빌런즈(삼쩜삼)",16,2025-11-01,2025-04-25,"박해규",사업자,6,0,6,20,3,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,1,0,0,5,1,1,0,0,0
001IR00001q1gmZYAQ,"스타포스",22,2025-11-28,2022-12-14,"장성원",,18,50,8,18,3,18,26,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,5,2,0,3,2,5,2,0,0,0
001IR00001v89leYAA,"디오정보통신",4,2025-11-10,,"박해규",사업자,25,0,2,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0
001IR00001q1gmXYAQ,"성화정보텍",60,2025-11-27,2022-07-01,"박해규",사업자,50,48,14,12,3,12,26,0,0,0,0,0,0,0,28,2,0,7,1,3,2,2,2,4,3,2,2,1,0,1,0,0,0
001TJ00000JCSgjYAH,"주식회사 비전",4,2025-11-26,,"구준모",사업자,50,50,2,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0
001IR00001q1h54YAA,"깐부파트너스(구. 서아컴퍼니)",6,2025-11-19,2024-04-17,"박해규",,50,67,5,21,3,18,23,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0
001IR00001q1pbSYAQ,"스카이정보통신",2,2025-11-04,2024-08-14,"박해규",,50,0,2,24,3,17,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
001IR00001q1glxYAA,"엔텍포스시스템",73,2025-11-28,2022-07-01,"구준모",개인,62,75,16,10,3,10,26,0,0,0,0,0,0,0,30,5,5,7,1,3,4,3,4,4,1,1,2,1,1,1,0,0,0
001TJ00000CQRSHYA5,"주식회사 알에프에스",74,2025-11-03,,"구준모",사업자,62,33,9,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,11,13,0,2,3,1,1,1,1,0,0,0
001IR00001q1h4vYAA,"이커머스",3,2025-11-04,2024-02-28,"박해규",,67,50,3,23,3,22,25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
001IR00001q1h0xYAA,"카드포스",13,2025-11-10,2022-09-14,"정용현",사업자,69,33,8,18,3,18,26,0,0,0,0,0,0,0,3,1,0,0,1,0,0,1,0,0,1,3,0,0,2,1,0,0,0
001IR00001q1gllYAA,"NNP 포스",10,2025-11-21,,"박해규",,70,71,6,20,3,0,0,0,0,0,0,0,0,0,4,2,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
001IR00001q1gmPYAQ,"창도사연",14,2025-11-29,2022-10-11,"박해규",개인,71,50,9,17,3,17,26,0,0,0,0,0,0,0,5,0,1,0,0,0,2,1,0,1,1,1,0,1,0,1,0,0,0
001IR00001v7bKnYAI,"피알컴퍼니",7,2025-11-11,,"박해규",사업자,71,80,5,21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,0,2,0,0,0
001IR00001q1h4LYAQ,"미르정보통신",4,2025-11-10,2024-01-22,"오유정",,75,100,3,23,3,23,26,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
001IR00001q1gluYAA,"그레이스정보통신",5,2025-11-21,2022-07-04,"오유정",사업자,80,50,4,22,3,22,26,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0
001TJ00000VcgsYYAR,"엠젠솔루션",1,2025-11-28,2025-12-12,"오유정",사업자,100,0,1,25,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
001TJ00000KoWAuYAN,"(주)유니원",3,2025-11-28,2025-12-19,"구준모",사업자,100,0,2,24,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0
001TJ00000UeBJtYAN,"대한카드시스템",1,2025-11-27,2025-11-17,"구준모",사업자,100,100,1,25,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
001IR00001q1h4yYAA,"디자인윤영",3,2025-11-26,2024-03-19,"오유정",사업자,100,67,2,24,3,22,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0
001TJ00000VuHinYAF,"KTS솔루션",1,2025-11-25,,"이은지",,100,0,1,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
001IR00001q1h5SYAQ,"지나정보통신",3,2025-11-17,2024-05-14,"오유정",,100,100,3,23,3,19,22,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
001IR00001ubi3ZYAQ,"올더페이",1,2025-11-13,2024-05-09,"박해규",,100,100,1,25,3,21,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
001IR00001q1gm9YAA,"수성정보통신",4,2025-11-13,2022-08-09,"오유정",,100,100,4,22,3,22,26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
001TJ00000HNr8KYAT,"포스월드",2,2025-11-06,,"박해규",사업자,100,100,2,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
001TJ00000U059lYAB,"(주)리바이저",1,2025-11-05,2025-11-25,"오유정",사업자,100,100,1,25,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
001TJ00000P4ESbYAN,"제휴사소개",3,2025-11-03,,"박해규",,100,100,2,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0
001TJ00000a10ZXYAY,"스마트체크",1,2025-12-31,2025-12-31,"오유정",개인,0,0,1,25,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
001IR00001q1gndYAA,"한국나래정보기술",5,2025-12-18,2022-08-04,"정용현",사업자,20,100,3,23,2,23,26,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
001IR00001q1gmQYAQ,"포스넷",6,2025-12-05,2022-07-28,"박해규",사업자,33,50,3,23,2,23,26,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
001IR00001q1gmYYAQ,"지오테크넷",62,2025-12-23,2022-08-25,"오유정",사업자,42,54,13,13,2,13,26,0,0,0,0,0,0,0,35,4,3,2,2,1,1,0,6,0,1,3,1,0,0,1,2,0,0
001IR00001q1h1NYAQ,"세진시스템",11,2025-12-31,2024-01-03,"오유정",개인,45,60,5,21,2,21,26,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0
001IR00001q1glUYAQ,"현대아이넷",6,2025-12-17,2022-05-23,"오유정",사업자,50,67,4,22,2,22,26,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
001IR00001q1h0vYAA,"한코퍼레이션",2,2025-12-04,,"정용현",사업자,50,100,2,24,2,5,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
001IR00001q1h1IYAQ,"에스지네트웍스",11,2025-12-29,2023-06-13,"구준모",사업자,55,83,8,18,2,18,26,0,0,0,0,0,0,0,4,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0
001IR00001q1h4DYAQ,"포스IT시스템",3,2025-12-30,2024-08-02,"오유정",개인,67,50,3,23,2,16,19,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
001IR00001q1gm1YAA,"나눔정보통신",6,2025-12-01,2024-07-23,"구준모",사업자,67,100,5,21,2,15,20,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0
001IR00001q1h3UYAQ,"티케이",10,2025-12-17,2023-12-20,"구준모",사업자,70,57,6,20,2,20,26,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,3,0,0
001IR00001q1h5OYAQ,"SS네트웍스",7,2025-12-30,2024-06-18,"박해규",개인,71,60,4,22,2,17,21,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0
001IR00001q1gnbYAA,"호수정보통신",14,2025-12-22,2022-10-04,"박해규",개인,71,80,9,17,2,17,26,0,0,0,0,0,0,0,0,2,1,0,1,0,0,2,1,0,0,0,1,2,0,3,1,0,0
001IR00001uAqpJYAS,"에이치제이포스(폐업)",4,2025-12-12,2024-01-12,"박해규",사업자,75,100,4,22,2,22,26,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
001IR00001udolOYAQ,"아라테크",11,2025-12-15,2024-11-22,"오유정",사업자,82,89,7,19,2,9,16,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2,3,2,0,1,0,0
001IR00001v8jgDYAQ,"레드텔레콤",60,2025-12-26,,"오유정",사업자,83,60,13,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,3,4,4,9,8,8,8,1,3,2,2,0,0
001IR00001q1h5JYAQ,"제노텍",10,2025-12-29,2024-05-30,"구준모",사업자,90,33,8,18,2,14,22,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,2,1,0,0,2,0,0
001TJ00000VV8e7YAD,"추종민",2,2025-12-30,2025-11-19,"박해규",개인,100,100,1,25,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
001TJ00000VcDnIYAV,"(주)더비즈케어",1,2025-12-24,2025-11-25,"오유정",사업자,100,100,1,25,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
001IR00001q1h4mYAA,"브이오티",1,2025-12-24,2024-05-08,"명세준",개인,100,0,1,25,2,21,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
001TJ00000UDOo4YAH,"제휴사소개_2",3,2025-12-22,2025-11-01,"정용현",개인,100,33,2,24,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
001TJ00000YwmqMYAR,"이지스테크",1,2025-12-19,2025-12-19,"이은지",사업자,100,100,1,25,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
001TJ00000XzLUOYA3,"한국카드넷",1,2025-12-17,2025-12-17,"정용현",사업자,100,0,1,25,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
001TJ00000WdsETYAZ,"그린정보통신(진소영대표)",2,2025-12-16,2025-12-03,"오유정",사업자,100,50,1,25,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
001IR00001q1h46YAA,"에스엠정보통신(오영근)",1,2025-12-16,2024-02-02,"명세준",개인,100,100,1,25,2,24,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
001TJ00000LqNpQYAV,"이환정(개인)",3,2025-12-09,,"오유정",개인,100,67,2,24,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
001IR00001q1h2mYAA,"크로스라인",3,2025-12-04,2023-10-11,"오유정",개인,100,33,3,23,2,23,26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
001IR00001q1h34YAA,"에스엠정보통신(조성민)",3,2025-04-10,2023-12-08,"박해규",,67,50,4,22,0,22,26,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
001IR00001q1pIGYAY,"(주)씨디엠세상의중심",8,2025-05-09,2024-08-13,"박해규",사업자,100,38,7,19,0,12,19,0,0,0,0,0,0,0,3,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
